country_date_id,E1_Income support,E1_Flag,E2_Debt/contract relief,E3_Fiscal measures,E4_International support
41539,1,1,2,,
110838,0,,0,,
101405,1,1,1,,
132022,2,0,0,,
50666,1,1,0,0.00,0.00
93435,0,,0,,
116652,1,1,1,0.00,0.00
72689,1,0,2,0.00,0.00
152755,0,,0,,
15315,0,,2,0.00,0.00
83934,0,,0,,
153988,0,,0,0.00,0.00
145247,0,,0,0.00,0.00
5707,0,,2,,0.00
95369,1,1,2,,
29919,1,1,1,0.00,0.00
18167,1,1,2,0.00,0.00
128569,0,,0,0.00,0.00
96063,1,0,0,0.00,0.00
6173,0,,0,,
22452,2,0,1,0.00,0.00
24393,0,,0,0.00,0.00
68497,0,,0,0.00,0.00
43285,0,,2,0.00,0.00
124535,0,,0,,
43971,2,1,0,,
69157,0,,0,,
42800,0,,1,,
152047,0,,0,,
144605,0,,0,,
37564,0,,0,0.00,0.00
47267,2,1,2,,
44648,2,1,2,0.00,0.00
36742,0,,0,,
131824,2,0,0,,
118151,2,0,1,,
58311,0,,0,0.00,0.00
123400,2,1,2,,
38621,0,,0,0.00,0.00
31038,2,0,1,0.00,0.00
20217,0,,0,0.00,0.00
29119,0,,0,0.00,0.00
81999,1,1,2,0.00,0.00
132170,2,0,0,,
47588,1,0,0,0.00,0.00
52914,1,1,2,0.00,0.00
146378,2,0,1,0.00,0.00
81963,1,1,2,0.00,0.00
1589,0,,0,0.00,0.00
106867,0,,0,,
31399,1,0,1,,
101415,1,1,1,,
77999,1,0,1,0.00,0.00
73036,1,1,2,,
67295,0,,0,,
54486,1,1,0,,
110789,1,1,2,,
127988,0,,0,,
5698,0,,2,,
36695,0,,0,,
23702,1,1,2,0.00,0.00
99943,2,1,1,0.00,0.00
31308,1,0,1,,
151257,2,0,1,0.00,0.00
153681,0,,0,0.00,0.00
102660,0,,0,,
125521,1,1,2,,
61704,1,1,0,,
66626,0,,0,0.00,0.00
92294,2,1,2,,
87246,2,1,2,0.00,0.00
125024,1,1,2,0.00,0.00
123729,0,,0,0.00,0.00
607,1,0,0,,
73367,1,0,2,,
17471,2,0,2,0.00,0.00
36298,0,,1,0.00,0.00
59414,2,1,1,0.00,0.00
142759,0,,1,0.00,0.00
104238,0,,0,,
150449,1,0,2,0.00,0.00
130723,2,1,0,,
39589,1,1,2,0.00,0.00
47777,1,0,0,0.00,0.00
15098,0,,2,0.00,0.00
54021,1,1,2,0.00,0.00
152045,0,,0,,
36976,0,,0,,
143101,1,1,2,0.00,0.00
135992,1,1,2,,
73234,1,0,2,,
3480,1,1,1,0.00,0.00
81888,0,,0,0.00,0.00
18843,0,,0,,
90407,1,0,1,0.00,0.00
56299,2,0,2,0.00,0.00
7911,0,,0,0.00,0.00
80698,0,,0,,
90712,1,0,0,0.00,0.00
154433,2,1,2,0.00,0.00
137530,1,1,2,0.00,0.00
33452,0,,0,,
11379,0,,0,,
132051,2,0,0,,
45975,2,0,0,,
72629,1,0,2,0.00,0.00
112189,0,,0,,
54077,1,1,2,0.00,0.00
124892,0,,0,0.00,0.00
76368,1,1,2,,
114836,1,1,0,0.00,0.00
1391,0,,0,0.00,0.00
104370,0,,0,0.00,0.00
60360,1,1,2,0.00,0.00
38332,0,,0,0.00,0.00
4771,2,1,0,0.00,0.00
150084,0,,0,0.00,0.00
114189,1,0,1,,
92794,1,1,2,0.00,0.00
126947,0,,0,,
12411,0,,0,,
154239,0,,0,0.00,0.00
105759,0,,1,,
46465,2,0,0,0.00,0.00
104170,0,,0,,
131442,2,0,0,0.00,0.00
36794,0,,0,,
154269,0,,0,0.00,0.00
72005,2,0,0,,
29435,0,,0,,
28894,0,,0,0.00,0.00
98856,1,0,1,0.00,0.00
68475,0,,0,0.00,0.00
501,1,0,0,0.00,0.00
101384,1,1,1,,
10910,1,0,0,0.00,0.00
104578,0,,0,,
37719,0,,1,,
52238,1,1,1,,
830,1,1,0,,
63420,2,0,2,0.00,0.00
50288,0,,0,,
17648,0,,1,,
114079,1,0,1,,
56767,0,,0,,
62554,1,1,0,0.00,0.00
80209,1,0,1,0.00,0.00
52194,1,1,1,,
36036,0,,0,0.00,0.00
49987,2,0,0,0.00,0.00
63216,0,,0,0.00,0.00
138790,1,1,2,0.00,0.00
33822,0,,0,,
51038,1,0,0,0.00,0.00
135947,1,1,2,0.00,0.00
60969,1,1,1,,
25555,1,0,1,0.00,0.00
3904,1,1,1,,
24887,1,0,0,,
89997,0,,0,,
94874,0,,1,0.00,0.00
91761,2,1,2,0.00,0.00
81657,1,0,1,,
99132,1,0,0,0.00,0.00
34416,1,0,2,0.00,0.00
145615,0,,0,,
99395,1,1,1,,
3475,1,1,1,0.00,0.00
104057,0,,0,,
61506,2,1,0,0.00,0.00
50123,0,,0,,
41128,1,1,2,0.00,0.00
76480,1,1,0,,
110873,1,1,1,,
62636,1,1,0,0.00,0.00
106324,0,,0,0.00,0.00
26660,1,0,2,0.00,0.00
11631,0,,0,,
107297,1,0,2,0.00,0.00
17318,2,0,2,0.00,0.00
135134,0,,0,,
19034,0,,0,,
94638,1,1,1,0.00,0.00
14108,0,,0,0.00,0.00
140061,0,,2,0.00,0.00
115660,0,,0,0.00,0.00
132218,2,0,0,,
138326,1,1,0,,
2350,1,1,0,0.00,0.00
153479,1,1,2,0.00,0.00
149694,1,1,2,,
122375,0,,0,,
7116,0,,1,,
21508,1,0,2,0.00,0.00
151814,0,,0,,
102170,0,,0,0.00,0.00
151669,2,0,1,,
60242,1,1,2,0.00,0.00
152632,1,1,0,0.00,0.00
99024,1,0,1,0.00,0.00
57361,0,,0,0.00,0.00
123399,2,1,2,,
38885,0,,0,,
23905,0,,0,,
90735,1,0,0,0.00,0.00
39023,0,,0,,
148693,2,0,1,,
95532,1,1,2,,
21067,0,,0,,
17180,2,0,2,0.00,0.00
136370,1,1,2,,
113635,1,0,1,0.00,0.00
87031,0,,0,,
133726,1,1,2,0.00,0.00
66800,0,,0,0.00,0.00
116407,0,,0,,
32969,1,0,1,0.00,0.00
144492,0,,0,,
139509,0,,0,,
55427,0,,0,,
94323,0,,0,,
151520,2,0,1,0.00,0.00
47824,1,0,0,,
92456,1,0,0,0.00,0.00
21068,0,,0,,
46490,2,0,0,0.00,0.00
17725,0,,0,,
106753,0,,0,,
44044,2,1,0,,
74617,0,,1,0.00,0.00
58381,0,,0,0.00,0.00
107834,2,1,2,,
37551,0,,0,0.00,0.00
91764,2,1,2,0.00,0.00
84438,1,0,1,0.00,0.00
149017,0,,0,0.00,0.00
40159,1,0,0,,
136488,0,,0,0.00,0.00
30828,2,0,1,0.00,0.00
35476,1,1,2,0.00,0.00
27226,0,,0,,
94520,0,,0,0.00,0.00
139064,0,,0,0.00,0.00
136697,1,1,2,0.00,0.00
135477,1,1,0,0.00,0.00
82535,0,,1,,
35781,0,,0,,
78537,0,,0,,
122540,0,,0,,
47479,1,0,0,0.00,0.00
58242,0,,0,0.00,0.00
97286,1,1,0,,
59447,2,1,1,0.00,0.00
13874,0,,0,0.00,0.00
107964,2,1,2,,
108409,2,1,2,0.00,0.00
56446,2,0,2,,
21592,1,0,2,0.00,0.00
153176,0,,0,0.00,0.00
88152,2,1,1,,
23914,1,1,0,,
46202,0,,0,,
26572,1,0,2,0.00,0.00
152918,0,,0,,
28221,1,1,2,,
150352,1,0,2,0.00,0.00
38386,0,,0,0.00,0.00
102164,0,,0,0.00,0.00
120044,1,1,2,0.00,0.00
42116,1,1,1,0.00,0.00
42724,0,,1,,
96779,0,,0,0.00,0.00
44406,2,1,2,0.00,0.00
4217,0,,0,,
110489,1,1,2,0.00,0.00
137431,0,,0,,
110126,0,,0,,
80311,2,0,1,0.00,0.00
97972,1,1,1,0.00,0.00
150722,0,,0,,
101745,1,1,1,,
79083,1,1,1,0.00,0.00
107143,2,1,1,0.00,0.00
52356,0,,0,,
111870,1,0,0,,
89989,0,,0,,
26570,1,0,2,0.00,0.00
140210,0,,1,,
64655,0,,0,0.00,0.00
30620,0,,0,,
20129,0,,0,0.00,0.00
25545,1,0,1,0.00,0.00
140510,0,,0,,
20980,0,,0,,
84530,1,0,1,,
57561,0,,0,,
37693,0,,1,,
129037,0,,0,,
102393,1,0,0,,
152708,0,,0,,
134786,2,1,1,0.00,0.00
111836,1,0,0,,
60140,1,1,2,0.00,0.00
98902,1,0,1,0.00,0.00
141359,2,1,2,,
80950,0,,1,0.00,0.00
1584,0,,0,0.00,0.00
125819,1,1,2,,
111422,1,1,2,0.00,0.00
67744,0,,0,0.00,0.00
20524,0,,0,0.00,0.00
28961,0,,0,0.00,0.00
18349,1,1,0,0.00,0.00
79045,1,1,1,0.00,0.00
43386,0,,2,0.00,0.00
89171,0,,0,0.00,0.00
69785,2,0,2,0.00,0.00
51826,0,,2,0.00,0.00
93045,0,,0,,
53918,1,0,2,0.00,0.00
30763,2,0,0,0.00,0.00
5841,0,,2,0.00,0.00
68659,0,,0,0.00,0.00
97532,1,1,0,,
122945,2,1,1,0.00,0.00
77200,1,0,2,0.00,0.00
135744,1,1,2,0.00,0.00
100588,2,1,2,,
42542,0,,1,0.00,0.00
129291,0,,0,0.00,0.00
48759,1,1,0,0.00,0.00
141864,1,1,2,0.00,0.00
144936,0,,2,0.00,0.00
111215,1,1,2,,
24386,0,,0,0.00,0.00
4344,2,1,0,0.00,0.00
129289,0,,0,0.00,0.00
9877,1,0,0,0.00,0.00
83551,2,1,2,,
1837,0,,0,,
52467,0,,0,,
46461,2,0,0,0.00,0.00
43407,0,,2,0.00,0.00
38863,0,,0,,
37484,0,,0,0.00,0.00
61222,2,1,1,0.00,0.00
15709,0,,0,,
19758,0,,2,,
123280,1,1,2,0.00,0.00
109627,2,1,2,0.00,0.00
154938,2,1,2,,
44742,2,1,2,,
72964,0,,2,0.00,0.00
153079,0,,0,,
122633,0,,0,,
122129,0,,0,0.00,0.00
85549,0,,0,0.00,0.00
131775,2,0,0,,
52414,0,,0,,
131504,2,0,0,0.00,0.00
63592,0,,0,0.00,0.00
59912,1,1,1,,
50213,0,,0,,
99567,1,0,1,,
60434,1,1,2,0.00,0.00
90119,0,,0,,
34834,1,0,2,,
46809,2,0,0,0.00,0.00
105446,0,,2,0.00,0.00
90644,1,0,1,0.00,0.00
83280,2,1,2,0.00,0.00
111467,1,1,2,0.00,0.00
64574,2,1,2,0.00,0.00
20631,0,,0,0.00,0.00
125246,1,1,2,0.00,0.00
80681,2,0,2,,
131114,2,1,0,,
42935,0,,0,,
119782,0,,2,0.00,0.00
87487,2,1,1,0.00,0.00
75328,0,,0,,
38159,0,,0,0.00,0.00
50589,1,1,0,0.00,0.00
27564,0,,0,0.00,0.00
122494,0,,0,,
38493,0,,1,0.00,0.00
109486,2,1,2,,0.00
144358,1,1,0,,
11364,1,0,0,,
22576,1,0,0,0.00,0.00
128071,0,,0,0.00,0.00
73666,1,0,0,0.00,0.00
143129,1,1,2,0.00,0.00
28747,1,0,2,0.00,0.00
126097,0,,1,0.00,0.00
104647,2,1,0,,
139068,0,,0,0.00,0.00
14294,0,,2,0.00,0.00
17958,0,,0,,
135966,1,1,2,0.00,0.00
129440,0,,0,0.00,0.00
98092,1,1,1,0.00,0.00
80492,0,,2,,
78489,0,,0,,
71525,2,0,0,0.00,0.00
22584,1,0,0,0.00,0.00
99665,1,0,1,,
143224,1,1,2,0.00,0.00
98133,1,1,1,0.00,0.00
114018,1,0,1,,
109727,0,,0,0.00,0.00
106292,0,,0,0.00,0.00
30048,0,,0,0.00,0.00
49604,2,0,2,0.00,0.00
104353,0,,0,,
151209,2,0,1,0.00,0.00
7371,0,,0,,
81717,1,0,1,,
20338,0,,0,0.00,0.00
120529,0,,0,,
112355,0,,0,0.00,0.00
109740,0,,0,,
21330,1,1,0,0.00,0.00
126643,0,,0,,
108009,2,1,2,,
138455,0,,0,,
23903,0,,0,,
50139,0,,0,,
52020,1,1,1,0.00,0.00
30385,0,,0,,
99582,1,0,1,,
107361,1,0,2,0.00,0.00
89133,1,1,1,,
125442,1,1,2,,
71831,2,0,0,0.00,0.00
115925,0,,1,0.00,0.00
41205,1,1,2,0.00,0.00
113738,1,0,1,0.00,0.00
107530,1,0,2,0.00,0.00
47462,1,0,0,0.00,0.00
48830,0,,0,0.00,0.00
18367,0,,0,0.00,0.00
42931,0,,0,,
127609,0,,0,,
36398,0,,0,0.00,0.00
33869,0,,0,,
60157,1,1,2,0.00,0.00
145735,0,,0,,
50647,1,1,0,0.00,0.00
93935,1,1,1,0.00,0.00
52390,0,,0,,
28772,1,0,2,0.00,0.00
144920,0,,2,0.00,0.00
128924,0,,0,,
10167,0,,0,,
33563,0,,0,,
152578,1,1,0,0.00,0.00
139085,0,,0,0.00,0.00
50925,1,1,0,0.00,0.00
37895,0,,0,,
12424,0,,0,,
21491,1,0,2,0.00,0.00
78963,1,1,1,0.00,0.00
127519,0,,2,0.00,0.00
130666,2,1,1,0.00,0.00
142779,1,1,2,0.00,0.00
78508,0,,0,,
97643,0,,0,0.00,0.00
91330,0,,0,0.00,0.00
38714,0,,0,0.00,0.00
124809,0,,0,,
27561,0,,0,0.00,0.00
66575,0,,1,0.00,0.00
16074,2,0,1,0.00,0.00
12122,2,1,1,0.00,0.00
57676,2,1,1,,
19875,0,,0,,
96921,0,,0,0.00,0.00
154589,2,1,2,0.00,0.00
90433,1,0,1,0.00,0.00
44572,2,1,2,0.00,0.00
62391,1,1,2,0.00,0.00
34180,1,0,1,0.00,0.00
77959,1,0,2,0.00,0.00
136122,1,1,2,,
109485,2,1,2,,0.00
142520,0,,0,,
7253,1,1,1,,
138086,1,1,1,,
45215,0,,0,0.00,0.00
22391,2,0,1,0.00,0.00
140261,0,,2,,
117902,2,0,1,,
49695,2,0,2,0.00,0.00
107461,1,0,2,0.00,0.00
67748,0,,0,0.00,0.00
144038,1,1,2,0.00,0.00
91443,1,1,2,0.00,0.00
37606,0,,1,0.00,0.00
52995,1,1,2,0.00,0.00
20572,0,,0,0.00,0.00
142403,0,,0,,
123866,0,,0,0.00,0.00
140734,1,0,1,0.00,0.00
59279,2,1,1,0.00,0.00
33776,0,,0,,
126278,0,,0,0.00,0.00
144120,1,1,2,0.00,0.00
53843,1,1,2,0.00,0.00
144988,0,,2,0.00,0.00
95976,1,0,0,0.00,0.00
74454,0,,0,,
41185,1,1,2,0.00,0.00
31330,1,0,1,,
20519,0,,0,0.00,0.00
35389,0,,2,0.00,0.00
15198,0,,2,0.00,0.00
37018,0,,0,,
96519,1,0,0,,
69920,2,0,2,0.00,0.00
31922,2,0,0,0.00,0.00
7734,1,1,2,0.00,0.00
12094,2,1,1,0.00,0.00
122098,0,,0,0.00,0.00
125029,1,1,2,0.00,0.00
51398,0,,0,,
75483,0,,0,,
41494,1,1,2,,
35418,0,,2,0.00,0.00
133653,1,1,2,0.00,0.00
51592,0,,0,0.00,0.00
67737,0,,0,0.00,0.00
90466,1,0,1,0.00,0.00
7374,0,,0,,
127743,0,,0,,
103308,0,,0,0.00,0.00
64859,0,,1,,
22976,1,1,2,,
131751,2,0,0,0.00,0.00
119531,0,,0,,
99508,1,0,1,,
6048,0,,0,,
142282,0,,0,,
101931,0,,0,0.00,0.00
112149,0,,0,,
107661,2,1,2,,
26933,0,,0,0.00,0.00
146784,0,,0,,
132398,0,,0,0.00,0.00
123422,2,1,2,,
102349,1,0,0,0.00,0.00
94550,0,,0,0.00,0.00
111720,0,,0,0.00,0.00
28555,0,,0,,
58319,0,,0,0.00,0.00
126105,0,,1,0.00,0.00
37409,0,,0,0.00,0.00
62,0,,0,0.00,0.00
598,1,0,0,,
149595,1,1,0,,
106788,0,,0,,
104386,0,,0,,
31893,2,0,1,0.00,0.00
49493,2,0,0,0.00,0.00
32584,2,1,0,,
140676,0,,0,0.00,0.00
114605,1,1,1,0.00,0.00
64883,0,,1,,
25201,0,,0,,
137837,1,1,1,0.00,0.00
125779,1,0,2,,
75550,0,,0,,
10381,0,,0,,
151466,2,0,1,0.00,0.00
90380,1,0,1,0.00,0.00
72633,1,0,2,0.00,0.00
121888,0,,1,0.00,0.00
21192,0,,0,0.00,0.00
3067,1,1,0,,
124508,0,,0,,
76100,1,1,2,0.00,0.00
42672,0,,1,,
22676,2,0,0,0.00,0.00
12920,2,0,1,0.00,0.00
48899,0,,0,0.00,0.00
28177,1,1,2,,
89969,0,,0,,
23948,0,,1,,
4729,2,1,1,0.00,0.00
150055,0,,0,0.00,0.00
38524,1,0,0,0.00,0.00
32870,0,,0,0.00,0.00
1790,0,,0,,
124100,1,0,0,0.00,0.00
3131,1,1,0,,
105619,0,,0,,
99909,0,,1,0.00,0.00
7220,1,1,1,,
43031,0,,0,,
127614,0,,0,,
138859,1,1,2,0.00,0.00
95228,1,1,2,,
84700,1,0,1,,
105041,0,,0,0.00,0.00
14981,0,,2,0.00,0.00
142989,1,1,2,0.00,0.00
92799,1,1,2,0.00,0.00
106108,0,,2,0.00,0.00
91900,2,1,2,0.00,0.00
39875,1,1,2,,
38566,0,,0,0.00,0.00
2845,0,,0,,
105051,0,,0,0.00,0.00
146107,2,0,1,0.00,0.00
60519,1,1,2,0.00,0.00
42991,0,,0,,
85325,1,1,1,0.00,0.00
60960,1,1,1,,
94210,0,,0,,
32935,1,0,1,0.00,0.00
104200,0,,0,0.00,0.00
10013,0,,0,0.00,0.00
8100,0,,0,,
152996,0,,0,,
70410,2,1,2,,
21202,0,,0,0.00,0.00
82658,0,,1,,
149094,0,,2,47018054.00,0.00
8199,0,,0,,
23884,1,1,2,,
107633,2,1,2,,
15104,0,,2,0.00,0.00
34433,1,0,2,0.00,0.00
45287,2,1,2,0.00,0.00
148509,2,0,1,0.00,0.00
11804,2,0,2,0.00,0.00
7645,1,1,2,0.00,0.00
26004,1,1,1,0.00,0.00
87381,2,1,2,0.00,0.00
41572,1,1,1,,
141212,2,1,2,,
116861,0,,0,0.00,0.00
149759,1,1,2,,
85173,1,1,1,0.00,0.00
85354,1,1,1,0.00,0.00
15260,0,,2,0.00,0.00
99059,1,0,1,0.00,0.00
25968,1,1,1,0.00,0.00
9179,2,1,2,,
98044,1,1,1,0.00,0.00
141067,2,1,1,0.00,0.00
120259,0,,2,,
98564,1,1,1,,
94672,1,1,1,0.00,0.00
31287,1,0,1,0.00,0.00
97959,1,1,1,0.00,0.00
141835,1,1,2,5532400.00,0.00
33110,2,1,2,0.00,0.00
93574,1,1,1,0.00,0.00
23355,1,1,1,0.00,0.00
128441,0,,0,0.00,0.00
121048,0,,0,0.00,0.00
83021,2,1,2,0.00,0.00
62620,1,1,0,0.00,0.00
154016,0,,0,0.00,0.00
49888,2,1,0,0.00,0.00
2962,0,,0,,
45043,2,1,2,,
77122,1,0,2,0.00,0.00
101735,1,1,1,,
34594,1,0,2,,
81033,0,,1,0.00,0.00
13376,1,1,1,,
38661,0,,0,0.00,0.00
79317,1,1,1,0.00,0.00
58692,0,,0,,
56589,2,0,0,,
15717,0,,0,,
81258,1,0,1,0.00,0.00
59141,2,1,1,0.00,0.00
56477,2,0,2,,
43092,0,,0,0.00,0.00
150565,1,0,2,0.00,0.00
83634,2,1,2,,
122628,0,,0,,
60215,1,1,2,0.00,0.00
46157,0,,0,,
17119,2,0,2,0.00,0.00
83253,2,1,1,0.00,0.00
116640,1,1,1,0.00,0.00
79344,1,1,0,,
39321,1,1,2,0.00,0.00
23703,1,1,2,0.00,0.00
140756,1,0,1,0.00,0.00
33783,0,,0,,
107169,2,1,1,0.00,0.00
67624,0,,0,0.00,0.00
68943,0,,0,0.00,0.00
129516,0,,1,0.00,0.00
73325,1,0,2,,
9810,2,1,0,0.00,0.00
55284,0,,0,,
72641,1,0,2,0.00,0.00
117660,2,0,1,,
100219,2,0,2,0.00,0.00
116554,0,,0,0.00,0.00
84437,1,0,1,0.00,0.00
131302,2,0,0,0.00,0.00
91527,2,1,2,0.00,0.00
55129,0,,2,0.00,0.00
95610,0,,0,0.00,0.00
128624,0,,0,,
106682,0,,0,,
113794,1,0,1,0.00,0.00
2067,0,,0,,
4966,2,1,2,,
75634,2,1,2,0.00,0.00
71052,0,,0,,
78379,1,0,2,,
126303,0,,0,0.00,0.00
85597,1,0,1,,
20198,0,,0,0.00,0.00
139949,0,,2,0.00,0.00
152338,1,1,0,0.00,0.00
75874,2,1,2,0.00,0.00
130585,2,1,1,0.00,0.00
55262,0,,0,0.00,0.00
74818,0,,1,0.00,0.00
65107,0,,0,,
100175,1,0,2,0.00,0.00
32684,2,0,0,,
127241,0,,0,0.00,0.00
88173,2,1,1,,
99312,1,0,1,,
34212,1,0,2,0.00,0.00
149473,2,0,0,0.00,0.00
115022,0,,0,,
79798,0,,0,0.00,0.00
32338,2,0,0,0.00,0.00
134664,2,1,1,0.00,0.00
39267,1,1,2,0.00,0.00
113689,1,0,1,0.00,0.00
101757,1,1,1,,
150641,1,0,2,,
65499,1,0,1,0.00,0.00
128041,0,,0,0.00,0.00
93844,0,,1,0.00,0.00
92182,2,1,2,,
78582,0,,0,,
91610,2,1,2,0.00,0.00
46376,2,0,1,0.00,0.00
113195,1,1,0,,
31884,2,0,1,0.00,0.00
68221,0,,0,,
117192,1,1,0,,
104791,2,1,0,,
114923,0,,0,0.00,0.00
127905,0,,0,,
138712,0,,1,0.00,0.00
32366,2,0,0,,
17441,2,0,2,0.00,0.00
140642,0,,0,0.00,0.00
135700,1,1,2,0.00,0.00
65744,1,0,0,0.00,0.00
71112,0,,0,,
64308,2,1,2,0.00,0.00
86097,0,,0,0.00,0.00
100508,2,1,2,,
98464,1,1,1,,
75468,0,,0,,
55557,0,,0,,
108927,0,,0,,
103846,0,,0,,
43026,0,,0,,
38685,0,,0,0.00,0.00
3797,1,1,1,,
15067,0,,2,0.00,0.00
41482,1,1,2,,
28918,0,,0,0.00,0.00
23082,1,1,2,,
79401,1,1,0,,
146539,2,1,0,,
125050,1,1,2,0.00,0.00
27536,0,,0,0.00,0.00
19313,0,,0,0.00,0.00
109596,2,1,2,0.00,0.00
97266,1,1,0,,
79999,2,0,1,0.00,0.00
114857,0,,0,0.00,0.00
31351,1,0,1,,
144416,0,,0,,
68196,0,,0,,
106008,0,,0,0.00,0.00
57301,2,0,0,0.00,0.00
127186,0,,2,0.00,0.00
82977,0,,0,0.00,0.00
23034,1,1,2,,
20908,0,,0,,
49827,2,1,0,0.00,0.00
136848,1,1,2,0.00,0.00
19137,1,0,1,0.00,0.00
76933,1,1,2,0.00,0.00
106070,0,,0,0.00,0.00
56125,2,0,2,0.00,0.00
117097,0,,0,,
135951,0,,0,0.00,0.00
104067,0,,0,,
9726,2,1,0,0.00,0.00
99520,1,0,1,,
15967,2,0,2,0.00,0.00
127425,0,,2,0.00,0.00
133547,2,0,2,0.00,0.00
15193,0,,2,0.00,0.00
27854,0,,2,0.00,0.00
60064,1,1,2,0.00,0.00
9341,2,1,2,,
107219,2,1,1,0.00,0.00
38311,0,,0,0.00,0.00
88111,2,1,1,,
43037,0,,0,,
128861,0,,0,,
121126,0,,0,0.00,0.00
24086,0,,0,,
6118,0,,0,,
8062,0,,0,,
141723,0,,2,0.00,0.00
122377,0,,0,,
76678,0,,0,0.00,0.00
100246,2,0,2,0.00,0.00
49521,2,0,2,0.00,0.00
141780,1,1,2,0.00,0.00
33763,0,,0,,
79195,1,1,1,0.00,0.00
26229,0,,1,,
128917,0,,0,,
109959,0,,1,,
16370,2,0,1,0.00,0.00
24028,0,,0,,
141796,1,1,2,0.00,0.00
108971,0,,0,,
131704,2,0,0,0.00,0.00
30455,0,,0,,
144989,0,,2,0.00,0.00
133494,2,0,2,0.00,0.00
132054,2,0,0,,
121177,0,,0,0.00,0.00
827,1,1,0,,
114950,0,,0,0.00,0.00
56535,2,0,2,,
84622,1,0,1,,
59990,0,,0,0.00,0.00
8528,2,0,2,0.00,0.00
116317,0,,0,,
150918,0,,0,,
99938,2,1,1,0.00,0.00
91706,2,1,2,0.00,0.00
132710,1,1,1,0.00,0.00
51263,0,,0,,
123291,1,1,2,0.00,0.00
24395,0,,0,0.00,0.00
2296,1,1,0,0.00,0.00
48743,1,1,0,0.00,0.00
135628,1,1,2,0.00,0.00
57411,0,,0,,
128428,0,,0,0.00,0.00
43209,0,,2,0.00,0.00
17228,2,0,2,0.00,0.00
118775,0,,0,0.00,0.00
148612,2,0,1,,
144040,1,1,2,0.00,0.00
41801,0,,0,0.00,0.00
105401,0,,2,0.00,0.00
127598,0,,0,0.00,0.00
111362,1,1,2,0.00,0.00
71078,0,,0,,
128025,0,,0,0.00,0.00
43671,0,,2,,
23835,1,1,2,0.00,0.00
70113,2,0,2,0.00,0.00
24370,0,,0,0.00,0.00
68677,0,,0,0.00,0.00
139355,0,,0,,
101772,1,1,1,,
106160,0,,2,0.00,0.00
81929,0,,2,0.00,0.00
49239,0,,0,,
138612,1,0,2,0.00,0.00
152797,0,,0,,
52144,1,1,1,,
9793,2,1,0,0.00,0.00
57579,0,,0,,
52335,0,,0,,
113387,0,,0,0.00,0.00
104738,2,1,0,,
122010,0,,0,0.00,0.00
58976,2,1,0,0.00,0.00
17415,2,0,2,0.00,0.00
139642,0,,2,0.00,0.00
102418,0,,0,,
6013,0,,0,,
59581,2,1,1,,
47750,1,0,0,0.00,0.00
65622,1,0,1,0.00,0.00
79724,0,,0,,
60853,0,,0,,
122549,0,,0,,
146751,0,,0,,
21618,1,1,2,0.00,0.00
141126,2,1,1,0.00,0.00
52415,0,,0,,
12330,2,1,1,,
110072,0,,0,,
149002,0,,0,0.00,0.00
130668,2,1,1,0.00,0.00
13075,2,0,1,0.00,0.00
45073,2,1,2,,
137215,1,1,0,,
39569,1,1,2,0.00,0.00
66753,0,,0,0.00,0.00
65367,1,0,1,0.00,0.00
33971,0,,0,0.00,0.00
12608,0,,0,,
130670,2,1,1,0.00,0.00
30127,0,,0,0.00,0.00
145290,0,,0,0.00,0.00
124090,1,0,0,0.00,0.00
109429,0,,2,0.00,0.00
93693,1,1,0,0.00,0.00
13778,0,,0,0.00,0.00
2174,0,,0,0.00,0.00
62097,0,,0,0.00,0.00
60860,0,,0,,
153282,1,0,2,0.00,0.00
76820,2,0,2,0.00,0.00
14955,0,,2,0.00,0.00
57181,0,,2,0.00,0.00
69001,0,,1,0.00,0.00
121842,1,1,1,0.00,0.00
93037,0,,0,,
25506,1,0,1,0.00,0.00
9494,2,1,2,,
149799,1,0,2,,
86901,2,1,2,,
74342,0,,0,,
122925,2,1,1,0.00,0.00
26845,0,,2,0.00,0.00
100697,2,1,1,,
50388,0,,0,,
920,0,,0,,
33147,2,1,2,0.00,0.00
5376,0,,0,0.00,0.00
1919,0,,0,,
12037,2,1,1,0.00,0.00
143091,1,1,2,0.00,0.00
99011,1,0,1,0.00,0.00
80161,1,0,1,0.00,0.00
121204,0,,0,0.00,0.00
110825,0,,0,,
75513,0,,0,,
21443,1,0,2,0.00,0.00
3202,0,,0,0.00,0.00
126319,0,,0,0.00,0.00
90766,1,0,0,0.00,0.00
5416,0,,2,0.00,0.00
68418,0,,0,,
4530,2,1,2,0.00,0.00
88634,1,1,2,0.00,0.00
51017,1,0,0,0.00,0.00
17734,0,,0,,
142137,1,1,2,0.00,0.00
73551,0,,0,0.00,0.00
136471,0,,0,0.00,0.00
149977,0,,0,,
134657,2,1,1,0.00,0.00
46228,0,,0,0.00,0.00
16183,2,0,1,0.00,0.00
2589,0,,0,0.00,0.00
145285,0,,0,0.00,0.00
70160,2,0,2,,
88477,1,1,2,0.00,0.00
154428,2,1,2,0.00,0.00
36731,0,,0,,
62495,1,1,0,0.00,0.00
1585,0,,0,0.00,0.00
136889,1,1,2,,
28129,1,1,2,0.00,0.00
121217,0,,0,0.00,0.00
39409,1,1,2,0.00,0.00
2225,0,,0,0.00,0.00
125683,1,1,2,,
120814,0,,0,0.00,0.00
34589,1,0,2,,
34179,1,0,1,0.00,0.00
